,city,category,Name,lat,lng,points,points-lng-lat,geometry
83,Paris,train station,Autolib' Station,48.880662958407925,2.331676483154297,"{'type': 'Point', 'coordinates': [48.880662958407925, 2.331676483154297]}","{'type': 'Point', 'coordinates': [2.331676483154297, 48.880662958407925]}",POINT (2.331676483154297 48.88066295840792)
84,Paris,train station,Boutique Orange - Photo Station,48.88235027917542,2.3154440914248906,"{'type': 'Point', 'coordinates': [48.88235027917542, 2.3154440914248906]}","{'type': 'Point', 'coordinates': [2.3154440914248906, 48.88235027917542]}",POINT (2.315444091424891 48.88235027917542)
85,Paris,train station,Autolib' Station,48.88062062479337,2.3093175888061523,"{'type': 'Point', 'coordinates': [48.88062062479337, 2.3093175888061523]}","{'type': 'Point', 'coordinates': [2.3093175888061523, 48.88062062479337]}",POINT (2.309317588806152 48.88062062479337)
86,Paris,train station,Autolib' Station,48.873558,2.334911,"{'type': 'Point', 'coordinates': [48.873558, 2.334911]}","{'type': 'Point', 'coordinates': [2.334911, 48.873558]}",POINT (2.334911 48.873558)
87,Paris,train station,Station Essence Clauzel,48.88298246026297,2.323649196194563,"{'type': 'Point', 'coordinates': [48.88298246026297, 2.323649196194563]}","{'type': 'Point', 'coordinates': [2.323649196194563, 48.88298246026297]}",POINT (2.323649196194563 48.88298246026297)
88,Paris,train station,La Station,48.879482681441296,2.325823284713623,"{'type': 'Point', 'coordinates': [48.879482681441296, 2.325823284713623]}","{'type': 'Point', 'coordinates': [2.325823284713623, 48.879482681441296]}",POINT (2.325823284713623 48.8794826814413)
89,Paris,train station,Autolib' Station,48.87467945221621,2.306399345397949,"{'type': 'Point', 'coordinates': [48.87467945221621, 2.306399345397949]}","{'type': 'Point', 'coordinates': [2.306399345397949, 48.87467945221621]}",POINT (2.306399345397949 48.87467945221621)
90,Paris,train station,Autolib' Station,48.87864501626215,2.3347878456115723,"{'type': 'Point', 'coordinates': [48.87864501626215, 2.3347878456115723]}","{'type': 'Point', 'coordinates': [2.3347878456115723, 48.87864501626215]}",POINT (2.334787845611572 48.87864501626215)
91,Paris,vegan restaurant,Jet Set Restaurant,48.872574175214375,2.3023044309986744,"{'type': 'Point', 'coordinates': [48.872574175214375, 2.3023044309986744]}","{'type': 'Point', 'coordinates': [2.3023044309986744, 48.872574175214375]}",POINT (2.302304430998674 48.87257417521437)
92,Paris,vegan restaurant,Le Restaurant,48.871523629739414,2.305503841179002,"{'type': 'Point', 'coordinates': [48.871523629739414, 2.305503841179002]}","{'type': 'Point', 'coordinates': [2.305503841179002, 48.871523629739414]}",POINT (2.305503841179002 48.87152362973941)
93,Paris,vegan restaurant,Restaurant Costes Saint-Honoré,48.866697894503744,2.3278935244036782,"{'type': 'Point', 'coordinates': [48.866697894503744, 2.3278935244036782]}","{'type': 'Point', 'coordinates': [2.3278935244036782, 48.866697894503744]}",POINT (2.327893524403678 48.86669789450374)
94,Paris,vegan restaurant,Le Grand Restaurant - Jean-François Piège,48.87016255088469,2.319207662361622,"{'type': 'Point', 'coordinates': [48.87016255088469, 2.319207662361622]}","{'type': 'Point', 'coordinates': [2.319207662361622, 48.87016255088469]}",POINT (2.319207662361622 48.87016255088469)
95,Paris,vegan restaurant,RESTAURANT LE GAIGNE,48.876242213313986,2.321697260208969,"{'type': 'Point', 'coordinates': [48.876242213313986, 2.321697260208969]}","{'type': 'Point', 'coordinates': [2.321697260208969, 48.876242213313986]}",POINT (2.321697260208969 48.87624221331399)
96,Paris,vegan restaurant,Restaurant Mon Paris !,48.870959,2.329453,"{'type': 'Point', 'coordinates': [48.870959, 2.329453]}","{'type': 'Point', 'coordinates': [2.329453, 48.870959]}",POINT (2.329453 48.870959)
97,Paris,vegan restaurant,BLOSSOM Restaurant,48.86825613273731,2.32133200141223,"{'type': 'Point', 'coordinates': [48.86825613273731, 2.32133200141223]}","{'type': 'Point', 'coordinates': [2.32133200141223, 48.86825613273731]}",POINT (2.32133200141223 48.86825613273731)
98,Paris,vegan restaurant,Restaurant Le Meurice Alain Ducasse,48.86529145109384,2.3280563207176783,"{'type': 'Point', 'coordinates': [48.86529145109384, 2.3280563207176783]}","{'type': 'Point', 'coordinates': [2.3280563207176783, 48.86529145109384]}",POINT (2.328056320717678 48.86529145109384)
99,Paris,vegan restaurant,Vegan Culinary Tours Paris,48.86717240434918,2.347164899110794,"{'type': 'Point', 'coordinates': [48.86717240434918, 2.347164899110794]}","{'type': 'Point', 'coordinates': [2.347164899110794, 48.86717240434918]}",POINT (2.347164899110794 48.86717240434918)
100,Paris,vegan restaurant,Vegan Burger Bar,48.868625,2.350059,"{'type': 'Point', 'coordinates': [48.868625, 2.350059]}","{'type': 'Point', 'coordinates': [2.350059, 48.868625]}",POINT (2.350059 48.868625)
101,Paris,vegan restaurant,B.B. Le Restaurant,48.879107,2.331293,"{'type': 'Point', 'coordinates': [48.879107, 2.331293]}","{'type': 'Point', 'coordinates': [2.331293, 48.879107]}",POINT (2.331293 48.879107)
102,Paris,vegan restaurant,Astor Restaurant,48.87284385056909,2.3192652333944426,"{'type': 'Point', 'coordinates': [48.87284385056909, 2.3192652333944426]}","{'type': 'Point', 'coordinates': [2.3192652333944426, 48.87284385056909]}",POINT (2.319265233394443 48.87284385056909)
103,Paris,vegan restaurant,"Terrass"" Restaurant",48.88660895637064,2.3328955189936096,"{'type': 'Point', 'coordinates': [48.88660895637064, 2.3328955189936096]}","{'type': 'Point', 'coordinates': [2.3328955189936096, 48.88660895637064]}",POINT (2.33289551899361 48.88660895637064)
104,Paris,vegan restaurant,Restaurant Makassar,48.87713898783028,2.297200743009539,"{'type': 'Point', 'coordinates': [48.87713898783028, 2.297200743009539]}","{'type': 'Point', 'coordinates': [2.297200743009539, 48.87713898783028]}",POINT (2.297200743009539 48.87713898783028)
105,Paris,vegan restaurant,Restaurant du Rond-Point,48.867855108603216,2.3106020112244368,"{'type': 'Point', 'coordinates': [48.867855108603216, 2.3106020112244368]}","{'type': 'Point', 'coordinates': [2.3106020112244368, 48.867855108603216]}",POINT (2.310602011224437 48.86785510860322)
106,Paris,vegan restaurant,Restaurant Garnier,48.87553957392922,2.3261579228972384,"{'type': 'Point', 'coordinates': [48.87553957392922, 2.3261579228972384]}","{'type': 'Point', 'coordinates': [2.3261579228972384, 48.87553957392922]}",POINT (2.326157922897238 48.87553957392922)
