,city,category,Name,lat,lng,points,points-lng-lat,geometry
97,Moskow,vegan restaurant,Taksim,55.75224036736173,37.5919713334882,"{'type': 'Point', 'coordinates': [55.75224036736173, 37.5919713334882]}","{'type': 'Point', 'coordinates': [37.5919713334882, 55.75224036736173]}",POINT (37.5919713334882 55.75224036736173)
98,Moskow,vegan restaurant,CHESHIRE Restaurant&Club,55.7445522152233,37.62481421964804,"{'type': 'Point', 'coordinates': [55.7445522152233, 37.62481421964804]}","{'type': 'Point', 'coordinates': [37.62481421964804, 55.7445522152233]}",POINT (37.62481421964804 55.7445522152233)
99,Moskow,vegan restaurant,Zayceff,55.750662,37.597996,"{'type': 'Point', 'coordinates': [55.750662, 37.597996]}","{'type': 'Point', 'coordinates': [37.597996, 55.750662]}",POINT (37.597996 55.750662)
100,Moskow,vegan restaurant,Alaska,55.76538,37.634243,"{'type': 'Point', 'coordinates': [55.76538, 37.634243]}","{'type': 'Point', 'coordinates': [37.634243, 55.76538]}",POINT (37.634243 55.76538)
101,Moskow,vegan restaurant,Libre Restaurant,55.742093,37.61078,"{'type': 'Point', 'coordinates': [55.742093, 37.61078]}","{'type': 'Point', 'coordinates': [37.61078, 55.742093]}",POINT (37.61078 55.742093)
102,Moskow,vegan restaurant,Restaurant Na Bolotnom,55.742225,37.609209,"{'type': 'Point', 'coordinates': [55.742225, 37.609209]}","{'type': 'Point', 'coordinates': [37.609209, 55.742225]}",POINT (37.609209 55.742225)
103,Moskow,vegan restaurant,Белый,55.74748299332015,37.58514211259333,"{'type': 'Point', 'coordinates': [55.74748299332015, 37.58514211259333]}","{'type': 'Point', 'coordinates': [37.58514211259333, 55.74748299332015]}",POINT (37.58514211259333 55.74748299332015)
104,Moskow,vegan restaurant,Генацвале,55.742037,37.599283,"{'type': 'Point', 'coordinates': [55.742037, 37.599283]}","{'type': 'Point', 'coordinates': [37.599283, 55.742037]}",POINT (37.599283 55.742037)
105,Moskow,vegan restaurant,Restaurant-Pizzeria,55.743427,37.638363,"{'type': 'Point', 'coordinates': [55.743427, 37.638363]}","{'type': 'Point', 'coordinates': [37.638363, 55.743427]}",POINT (37.638363 55.743427)
106,Moskow,vegan restaurant,"Restaurant ""Victor""",55.75810241699219,37.58963394165039,"{'type': 'Point', 'coordinates': [55.75810241699219, 37.58963394165039]}","{'type': 'Point', 'coordinates': [37.58963394165039, 55.75810241699219]}",POINT (37.58963394165039 55.75810241699219)
107,Moskow,basketball court,Basketball Court,55.754887,37.63618,"{'type': 'Point', 'coordinates': [55.754887, 37.63618]}","{'type': 'Point', 'coordinates': [37.63618, 55.754887]}",POINT (37.63618 55.754887)
108,Moskow,basketball court,Basketball Court / BAKUNA,55.765911255174174,37.65661436583855,"{'type': 'Point', 'coordinates': [55.765911255174174, 37.65661436583855]}","{'type': 'Point', 'coordinates': [37.65661436583855, 55.765911255174174]}",POINT (37.65661436583855 55.76591125517417)
109,Moskow,basketball court,Basketball Court On Chayanova 14,55.777129,37.597053,"{'type': 'Point', 'coordinates': [55.777129, 37.597053]}","{'type': 'Point', 'coordinates': [37.597053, 55.777129]}",POINT (37.597053 55.777129)
110,Moskow,basketball court,Basketball Court Donskaya,55.725922126768786,37.60847853982204,"{'type': 'Point', 'coordinates': [55.725922126768786, 37.60847853982204]}","{'type': 'Point', 'coordinates': [37.60847853982204, 55.725922126768786]}",POINT (37.60847853982204 55.72592212676879)
111,Moskow,basketball court,Basketball court,55.79075,37.6137,"{'type': 'Point', 'coordinates': [55.79075, 37.6137]}","{'type': 'Point', 'coordinates': [37.6137, 55.79075]}",POINT (37.6137 55.79075)
112,Moskow,basketball court,Basketball Court,55.78151552914703,37.52716499474865,"{'type': 'Point', 'coordinates': [55.78151552914703, 37.52716499474865]}","{'type': 'Point', 'coordinates': [37.52716499474865, 55.78151552914703]}",POINT (37.52716499474865 55.78151552914703)
113,Moskow,basketball court,Basketball Cage On Trinity Street,55.77504,37.62625,"{'type': 'Point', 'coordinates': [55.77504, 37.62625]}","{'type': 'Point', 'coordinates': [37.62625, 55.77504]}",POINT (37.62625 55.77504)
114,Moskow,basketball court,Basketball Nation | Arena,55.723206897332844,37.67160415649414,"{'type': 'Point', 'coordinates': [55.723206897332844, 37.67160415649414]}","{'type': 'Point', 'coordinates': [37.67160415649414, 55.723206897332844]}",POINT (37.67160415649414 55.72320689733284)
115,Moskow,basketball court,Basketball Hall НИУ-ВШЭ,55.75424361996334,37.64976478664292,"{'type': 'Point', 'coordinates': [55.75424361996334, 37.64976478664292]}","{'type': 'Point', 'coordinates': [37.64976478664292, 55.75424361996334]}",POINT (37.64976478664292 55.75424361996334)
116,Moskow,basketball court,Basketball ground @ ZM,55.731182550145526,37.63123454622895,"{'type': 'Point', 'coordinates': [55.731182550145526, 37.63123454622895]}","{'type': 'Point', 'coordinates': [37.63123454622895, 55.731182550145526]}",POINT (37.63123454622895 55.73118255014553)
117,Moskow,basketball court,Courtyard by Marriott,55.7580469,37.6041895,"{'type': 'Point', 'coordinates': [55.7580469, 37.6041895]}","{'type': 'Point', 'coordinates': [37.6041895, 55.7580469]}",POINT (37.6041895 55.7580469)
118,Moskow,basketball court,Basketball 1496,55.72027133779537,37.62613819837044,"{'type': 'Point', 'coordinates': [55.72027133779537, 37.62613819837044]}","{'type': 'Point', 'coordinates': [37.62613819837044, 55.72027133779537]}",POINT (37.62613819837044 55.72027133779537)
119,Moskow,basketball court,Basketball Cort avionitornaia,55.748128279088505,37.72000532422933,"{'type': 'Point', 'coordinates': [55.748128279088505, 37.72000532422933]}","{'type': 'Point', 'coordinates': [37.72000532422933, 55.748128279088505]}",POINT (37.72000532422933 55.7481282790885)
120,Moskow,basketball court,Basketball,55.804964,37.6328,"{'type': 'Point', 'coordinates': [55.804964, 37.6328]}","{'type': 'Point', 'coordinates': [37.6328, 55.804964]}",POINT (37.6328 55.804964)
121,Moskow,basketball court,Basketball Playground(Aerobus),55.80674743652344,37.54446792602539,"{'type': 'Point', 'coordinates': [55.80674743652344, 37.54446792602539]}","{'type': 'Point', 'coordinates': [37.54446792602539, 55.80674743652344]}",POINT (37.54446792602539 55.80674743652344)
122,Moskow,basketball court,Basketball 🏀,55.806725,37.53893,"{'type': 'Point', 'coordinates': [55.806725, 37.53893]}","{'type': 'Point', 'coordinates': [37.53893, 55.806725]}",POINT (37.53893 55.806725)
123,Moskow,basketball court,Basketball Hall,55.74970518548844,37.49886198527513,"{'type': 'Point', 'coordinates': [55.74970518548844, 37.49886198527513]}","{'type': 'Point', 'coordinates': [37.49886198527513, 55.74970518548844]}",POINT (37.49886198527513 55.74970518548844)
124,Moskow,basketball court,Basketball,55.818349,37.651235,"{'type': 'Point', 'coordinates': [55.818349, 37.651235]}","{'type': 'Point', 'coordinates': [37.651235, 55.818349]}",POINT (37.651235 55.818349)
125,Moskow,basketball court,Food-court на Оружейном,55.77338288951226,37.60466885088422,"{'type': 'Point', 'coordinates': [55.77338288951226, 37.60466885088422]}","{'type': 'Point', 'coordinates': [37.60466885088422, 55.77338288951226]}",POINT (37.60466885088422 55.77338288951226)
126,Moskow,basketball court,Atrium Squash Court,55.7564749763643,37.6590130670673,"{'type': 'Point', 'coordinates': [55.7564749763643, 37.6590130670673]}","{'type': 'Point', 'coordinates': [37.6590130670673, 55.7564749763643]}",POINT (37.6590130670673 55.7564749763643)
127,Moskow,basketball court,Hard Court,55.789443347871476,37.58567091882091,"{'type': 'Point', 'coordinates': [55.789443347871476, 37.58567091882091]}","{'type': 'Point', 'coordinates': [37.58567091882091, 55.789443347871476]}",POINT (37.58567091882091 55.78944334787148)
128,Moskow,basketball court,Courtyard Moscow Paveletskaya,55.7292643,37.6438849,"{'type': 'Point', 'coordinates': [55.7292643, 37.6438849]}","{'type': 'Point', 'coordinates': [37.6438849, 55.7292643]}",POINT (37.6438849 55.7292643)
129,Moskow,basketball court,Basketball Place,55.75729863987213,37.801299005056215,"{'type': 'Point', 'coordinates': [55.75729863987213, 37.801299005056215]}","{'type': 'Point', 'coordinates': [37.801299005056215, 55.75729863987213]}",POINT (37.80129900505622 55.75729863987213)
130,Moskow,basketball court,Courtyard Gym (Спортзал),55.757969,37.603493,"{'type': 'Point', 'coordinates': [55.757969, 37.603493]}","{'type': 'Point', 'coordinates': [37.603493, 55.757969]}",POINT (37.603493 55.757969)
131,Moskow,basketball court,МТЮЗ (Московский театр юного зрителя),55.76652731959911,37.59937318810545,"{'type': 'Point', 'coordinates': [55.76652731959911, 37.59937318810545]}","{'type': 'Point', 'coordinates': [37.59937318810545, 55.76652731959911]}",POINT (37.59937318810545 55.76652731959911)
132,Moskow,basketball court,Баскетбольная площадка,55.72907765289257,37.59837137045288,"{'type': 'Point', 'coordinates': [55.72907765289257, 37.59837137045288]}","{'type': 'Point', 'coordinates': [37.59837137045288, 55.72907765289257]}",POINT (37.59837137045288 55.72907765289257)
133,Moskow,basketball court,Basketball,55.648191,37.607857,"{'type': 'Point', 'coordinates': [55.648191, 37.607857]}","{'type': 'Point', 'coordinates': [37.607857, 55.648191]}",POINT (37.607857 55.648191)
134,Moskow,basketball court,Ресторанный дворик,55.75508726782873,37.61361503524612,"{'type': 'Point', 'coordinates': [55.75508726782873, 37.61361503524612]}","{'type': 'Point', 'coordinates': [37.61361503524612, 55.75508726782873]}",POINT (37.61361503524612 55.75508726782873)
135,Moskow,basketball court,Food Court Мореон,55.77632259483834,37.65887505409359,"{'type': 'Point', 'coordinates': [55.77632259483834, 37.65887505409359]}","{'type': 'Point', 'coordinates': [37.65887505409359, 55.77632259483834]}",POINT (37.65887505409359 55.77632259483834)
136,Moskow,basketball court,Business Center Of Courtyard By Marriott (Бизнес-центр),55.75798370096875,37.60412149413185,"{'type': 'Point', 'coordinates': [55.75798370096875, 37.60412149413185]}","{'type': 'Point', 'coordinates': [37.60412149413185, 55.75798370096875]}",POINT (37.60412149413185 55.75798370096875)
137,Moskow,basketball court,Food Court,55.775593,37.65837,"{'type': 'Point', 'coordinates': [55.775593, 37.65837]}","{'type': 'Point', 'coordinates': [37.65837, 55.775593]}",POINT (37.65837 55.775593)
138,Moskow,basketball court,Basketball Style Umbro 5х5,55.758156,37.82541,"{'type': 'Point', 'coordinates': [55.758156, 37.82541]}","{'type': 'Point', 'coordinates': [37.82541, 55.758156]}",POINT (37.82541 55.758156)
139,Moskow,basketball court,Old English Court (Старый английский двор),55.752246885839355,37.6270055933842,"{'type': 'Point', 'coordinates': [55.752246885839355, 37.6270055933842]}","{'type': 'Point', 'coordinates': [37.6270055933842, 55.752246885839355]}",POINT (37.6270055933842 55.75224688583936)
140,Moskow,basketball court,Griga's Basket Court,55.8055655545304,37.61392356735416,"{'type': 'Point', 'coordinates': [55.8055655545304, 37.61392356735416]}","{'type': 'Point', 'coordinates': [37.61392356735416, 55.8055655545304]}",POINT (37.61392356735416 55.8055655545304)
141,Moskow,basketball court,Top-50 Basketball Club,55.73142,37.631372,"{'type': 'Point', 'coordinates': [55.73142, 37.631372]}","{'type': 'Point', 'coordinates': [37.631372, 55.73142]}",POINT (37.631372 55.73142)
142,Moskow,basketball court,Tennis Courts SC,55.77123405637303,37.63805502610198,"{'type': 'Point', 'coordinates': [55.77123405637303, 37.63805502610198]}","{'type': 'Point', 'coordinates': [37.63805502610198, 55.77123405637303]}",POINT (37.63805502610198 55.77123405637303)
143,Moskow,basketball court,VolkaR's courtyard,55.73827370604989,37.5807523727417,"{'type': 'Point', 'coordinates': [55.73827370604989, 37.5807523727417]}","{'type': 'Point', 'coordinates': [37.5807523727417, 55.73827370604989]}",POINT (37.5807523727417 55.73827370604989)
144,Moskow,basketball court,Ресторанный дворик,55.757292393445276,37.658237682755626,"{'type': 'Point', 'coordinates': [55.757292393445276, 37.658237682755626]}","{'type': 'Point', 'coordinates': [37.658237682755626, 55.757292393445276]}",POINT (37.65823768275563 55.75729239344528)
145,Moskow,basketball court,Reebok 3x3,55.79238051496792,37.61954239239759,"{'type': 'Point', 'coordinates': [55.79238051496792, 37.61954239239759]}","{'type': 'Point', 'coordinates': [37.61954239239759, 55.79238051496792]}",POINT (37.61954239239759 55.79238051496792)
146,Moskow,basketball court,Алкин двор / Alla's court yard,55.76770430982249,37.55635707821928,"{'type': 'Point', 'coordinates': [55.76770430982249, 37.55635707821928]}","{'type': 'Point', 'coordinates': [37.55635707821928, 55.76770430982249]}",POINT (37.55635707821928 55.76770430982249)
147,Moskow,basketball court,Mari's Courtyard,55.7681,37.584014,"{'type': 'Point', 'coordinates': [55.7681, 37.584014]}","{'type': 'Point', 'coordinates': [37.584014, 55.7681]}",POINT (37.584014 55.7681)
148,Moskow,basketball court,Баскет Court,55.783569229035564,37.67368121739694,"{'type': 'Point', 'coordinates': [55.783569229035564, 37.67368121739694]}","{'type': 'Point', 'coordinates': [37.67368121739694, 55.783569229035564]}",POINT (37.67368121739694 55.78356922903556)
149,Moskow,basketball court,Верховный Суд Российской Федерации,55.75458448970667,37.593315839767456,"{'type': 'Point', 'coordinates': [55.75458448970667, 37.593315839767456]}","{'type': 'Point', 'coordinates': [37.593315839767456, 55.75458448970667]}",POINT (37.59331583976746 55.75458448970667)
150,Moskow,basketball court,Badminton Courts,55.772216926259134,37.68495410117788,"{'type': 'Point', 'coordinates': [55.772216926259134, 37.68495410117788]}","{'type': 'Point', 'coordinates': [37.68495410117788, 55.772216926259134]}",POINT (37.68495410117788 55.77221692625913)
151,Moskow,basketball court,Tennis Courts on the Roof,55.77610128107884,37.678530815861556,"{'type': 'Point', 'coordinates': [55.77610128107884, 37.678530815861556]}","{'type': 'Point', 'coordinates': [37.678530815861556, 55.77610128107884]}",POINT (37.67853081586156 55.77610128107884)
152,Moskow,basketball court,food court на орджоникидзе,55.708451,37.595973,"{'type': 'Point', 'coordinates': [55.708451, 37.595973]}","{'type': 'Point', 'coordinates': [37.595973, 55.708451]}",POINT (37.595973 55.708451)
153,Moskow,basketball court,Good Food,55.82302707586755,37.52212784086604,"{'type': 'Point', 'coordinates': [55.82302707586755, 37.52212784086604]}","{'type': 'Point', 'coordinates': [37.52212784086604, 55.82302707586755]}",POINT (37.52212784086604 55.82302707586755)
154,Moskow,basketball court,Professional Basketball League,55.79056651328227,37.60001309670439,"{'type': 'Point', 'coordinates': [55.79056651328227, 37.60001309670439]}","{'type': 'Point', 'coordinates': [37.60001309670439, 55.79056651328227]}",POINT (37.60001309670439 55.79056651328227)
155,Moskow,basketball court,Баскетбольная Площадка 1726,55.73836918688328,37.51867135881861,"{'type': 'Point', 'coordinates': [55.73836918688328, 37.51867135881861]}","{'type': 'Point', 'coordinates': [37.51867135881861, 55.73836918688328]}",POINT (37.51867135881861 55.73836918688328)
156,Moskow,basketball court,Баскетбольная площадка,55.699408,37.535447,"{'type': 'Point', 'coordinates': [55.699408, 37.535447]}","{'type': 'Point', 'coordinates': [37.535447, 55.699408]}",POINT (37.535447 55.699408)
